,code,event,finished,id,started,team_h,team_h_score,team_h_difficulty,team_a,team_a_score,team_a_difficulty,stats,season,h_team_name,strength_overall_home,strength_attack_home,strength_defence_home,a_team_name,strength_overall_away,strength_attack_away,strength_defence_away,result
135,2128631,35,True,344,True,11,2.0,2,16,0.0,3,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 251}, {'value': 1, 'element': 531}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 249}, {'value': 1, 'element': 254}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 365}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 523}], 'h': [{'value': 6, 'element': 252}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 251}, {'value': 2, 'element': 252}, {'value': 1, 'element': 259}, {'value': 1, 'element': 531}, {'value': 1, 'element': 594}]}, {'identifier': 'bps', 'a': [{'value': 16, 'element': 370}, {'value': 16, 'element': 523}, {'value': 15, 'element': 376}, {'value': 13, 'element': 368}, {'value': 13, 'element': 369}, {'value': 12, 'element': 365}, {'value': 12, 'element': 367}, {'value': 8, 'element': 375}, {'value': 5, 'element': 148}, {'value': 5, 'element': 524}, {'value': 3, 'element': 381}, {'value': 2, 'element': 382}, {'value': 2, 'element': 565}, {'value': 1, 'element': 377}], 'h': [{'value': 40, 'element': 251}, {'value': 37, 'element': 252}, {'value': 31, 'element': 259}, {'value': 31, 'element': 531}, {'value': 31, 'element': 594}, {'value': 24, 'element': 255}, {'value': 20, 'element': 589}, {'value': 16, 'element': 254}, {'value': 14, 'element': 253}, {'value': 12, 'element': 249}, {'value': 11, 'element': 243}, {'value': 5, 'element': 468}, {'value': 3, 'element': 248}, {'value': 2, 'element': 263}]}]",2020/21,Liverpool,1250,1190,1300,Southampton,1100,1110,1160,H
136,2128664,38,False,377,False,19,,2,16,,4,[],2020/21,West Ham,1230,1140,1260,Southampton,1100,1110,1160,match pending
137,2128594,31,True,307,True,18,3.0,2,16,0.0,2,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 358}, {'value': 1, 'element': 411}, {'value': 1, 'element': 481}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 648}, {'value': 1, 'element': 654}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': [{'value': 1, 'element': 417}]}, {'identifier': 'penalties_missed', 'a': [{'value': 1, 'element': 370}], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 370}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 523}], 'h': [{'value': 4, 'element': 417}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 417}, {'value': 2, 'element': 358}, {'value': 1, 'element': 481}]}, {'identifier': 'bps', 'a': [{'value': 16, 'element': 362}, {'value': 16, 'element': 375}, {'value': 14, 'element': 369}, {'value': 11, 'element': 376}, {'value': 10, 'element': 368}, {'value': 10, 'element': 565}, {'value': 9, 'element': 148}, {'value': 9, 'element': 523}, {'value': 8, 'element': 365}, {'value': 3, 'element': 370}, {'value': 3, 'element': 377}, {'value': 3, 'element': 382}, {'value': 2, 'element': 366}, {'value': 1, 'element': 524}], 'h': [{'value': 45, 'element': 417}, {'value': 34, 'element': 358}, {'value': 32, 'element': 481}, {'value': 31, 'element': 411}, {'value': 25, 'element': 418}, {'value': 24, 'element': 412}, {'value': 24, 'element': 654}, {'value': 23, 'element': 15}, {'value': 22, 'element': 425}, {'value': 21, 'element': 422}, {'value': 14, 'element': 648}, {'value': 4, 'element': 419}, {'value': 3, 'element': 544}, {'value': -1, 'element': 408}]}]",2020/21,West Brom,1050,1040,1050,Southampton,1100,1110,1160,H
138,2128573,32,True,286,True,17,2.0,2,16,1.0,4,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 366}], 'h': [{'value': 1, 'element': 390}, {'value': 1, 'element': 543}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 370}], 'h': [{'value': 1, 'element': 392}, {'value': 1, 'element': 542}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 382}], 'h': [{'value': 1, 'element': 391}, {'value': 1, 'element': 405}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 363}], 'h': [{'value': 4, 'element': 383}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 366}], 'h': [{'value': 3, 'element': 390}, {'value': 2, 'element': 543}]}, {'identifier': 'bps', 'a': [{'value': 27, 'element': 366}, {'value': 24, 'element': 370}, {'value': 16, 'element': 375}, {'value': 15, 'element': 376}, {'value': 12, 'element': 524}, {'value': 11, 'element': 363}, {'value': 11, 'element': 369}, {'value': 9, 'element': 368}, {'value': 5, 'element': 479}, {'value': 4, 'element': 377}, {'value': 3, 'element': 148}, {'value': 3, 'element': 365}, {'value': -4, 'element': 382}], 'h': [{'value': 31, 'element': 390}, {'value': 29, 'element': 543}, {'value': 20, 'element': 542}, {'value': 17, 'element': 383}, {'value': 14, 'element': 386}, {'value': 12, 'element': 389}, {'value': 12, 'element': 396}, {'value': 11, 'element': 391}, {'value': 10, 'element': 392}, {'value': 7, 'element': 403}, {'value': 6, 'element': 405}, {'value': 3, 'element': 397}, {'value': 3, 'element': 400}, {'value': 1, 'element': 387}]}]",2020/21,Spurs,1190,1130,1250,Southampton,1100,1110,1160,H
139,2128552,27,True,265,True,15,0.0,2,16,2.0,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 370}, {'value': 1, 'element': 377}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 368}, {'value': 1, 'element': 524}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 368}, {'value': 1, 'element': 369}, {'value': 1, 'element': 524}], 'h': [{'value': 1, 'element': 346}, {'value': 1, 'element': 357}, {'value': 1, 'element': 509}, {'value': 1, 'element': 510}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 523}], 'h': [{'value': 5, 'element': 483}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 370}, {'value': 2, 'element': 362}, {'value': 1, 'element': 375}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 36, 'element': 370}, {'value': 31, 'element': 362}, {'value': 27, 'element': 375}, {'value': 26, 'element': 377}, {'value': 26, 'element': 523}, {'value': 23, 'element': 368}, {'value': 23, 'element': 369}, {'value': 23, 'element': 376}, {'value': 10, 'element': 258}, {'value': 10, 'element': 565}, {'value': 8, 'element': 524}, {'value': 3, 'element': 366}, {'value': 2, 'element': 365}, {'value': 2, 'element': 382}], 'h': [{'value': 18, 'element': 483}, {'value': 17, 'element': 355}, {'value': 15, 'element': 346}, {'value': 14, 'element': 351}, {'value': 14, 'element': 603}, {'value': 7, 'element': 262}, {'value': 7, 'element': 347}, {'value': 6, 'element': 509}, {'value': 4, 'element': 343}, {'value': 4, 'element': 349}, {'value': -1, 'element': 357}, {'value': -1, 'element': 510}, {'value': -2, 'element': 359}]}]",2020/21,Sheffield Utd,1000,1020,1000,Southampton,1100,1110,1160,A
140,2128387,11,True,100,True,3,1.0,2,16,2.0,3,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 366}, {'value': 1, 'element': 369}], 'h': [{'value': 1, 'element': 57}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 370}, {'value': 1, 'element': 375}], 'h': [{'value': 1, 'element': 588}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 363}, {'value': 1, 'element': 364}, {'value': 1, 'element': 382}], 'h': [{'value': 1, 'element': 57}, {'value': 1, 'element': 62}, {'value': 1, 'element': 76}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 363}], 'h': [{'value': 1, 'element': 70}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 366}, {'value': 1, 'element': 369}], 'h': [{'value': 2, 'element': 57}]}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 366}, {'value': 26, 'element': 369}, {'value': 23, 'element': 370}, {'value': 19, 'element': 375}, {'value': 16, 'element': 376}, {'value': 13, 'element': 362}, {'value': 12, 'element': 363}, {'value': 12, 'element': 368}, {'value': 9, 'element': 364}, {'value': 8, 'element': 377}, {'value': -4, 'element': 382}], 'h': [{'value': 27, 'element': 57}, {'value': 18, 'element': 588}, {'value': 15, 'element': 67}, {'value': 15, 'element': 76}, {'value': 12, 'element': 70}, {'value': 12, 'element': 77}, {'value': 9, 'element': 62}, {'value': 9, 'element': 66}, {'value': 7, 'element': 74}, {'value': 5, 'element': 65}, {'value': 5, 'element': 71}, {'value': 3, 'element': 68}, {'value': 2, 'element': 69}]}]",2020/21,Brighton,1130,1150,1100,Southampton,1100,1110,1160,A
141,2128538,26,True,251,True,7,1.0,2,16,0.0,3,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 166}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 150}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 368}, {'value': 1, 'element': 524}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 1, 'element': 157}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 156}, {'value': 2, 'element': 166}, {'value': 1, 'element': 150}]}, {'identifier': 'bps', 'a': [{'value': 21, 'element': 370}, {'value': 15, 'element': 376}, {'value': 10, 'element': 362}, {'value': 10, 'element': 369}, {'value': 10, 'element': 523}, {'value': 6, 'element': 368}, {'value': 6, 'element': 479}, {'value': 5, 'element': 382}, {'value': 4, 'element': 365}, {'value': 4, 'element': 366}, {'value': 4, 'element': 377}, {'value': 3, 'element': 590}, {'value': 3, 'element': 636}, {'value': 2, 'element': 524}], 'h': [{'value': 29, 'element': 156}, {'value': 28, 'element': 166}, {'value': 27, 'element': 150}, {'value': 26, 'element': 566}, {'value': 25, 'element': 157}, {'value': 21, 'element': 155}, {'value': 19, 'element': 165}, {'value': 11, 'element': 502}, {'value': 11, 'element': 512}, {'value': 6, 'element': 158}, {'value': 3, 'element': 651}, {'value': 1, 'element': 159}]}]",2020/21,Everton,1250,1130,1200,Southampton,1100,1110,1160,H
142,2128459,25,True,172,True,10,3.0,2,16,0.0,3,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 200}, {'value': 1, 'element': 202}, {'value': 1, 'element': 570}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 2, 'element': 205}, {'value': 1, 'element': 206}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 369}, {'value': 1, 'element': 382}], 'h': [{'value': 1, 'element': 570}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 363}], 'h': [{'value': 5, 'element': 213}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 200}, {'value': 2, 'element': 213}, {'value': 1, 'element': 570}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 370}, {'value': 19, 'element': 376}, {'value': 18, 'element': 363}, {'value': 13, 'element': 368}, {'value': 11, 'element': 479}, {'value': 10, 'element': 364}, {'value': 6, 'element': 365}, {'value': 3, 'element': 258}, {'value': 3, 'element': 362}, {'value': 2, 'element': 369}, {'value': -1, 'element': 524}, {'value': -2, 'element': 382}], 'h': [{'value': 38, 'element': 200}, {'value': 34, 'element': 213}, {'value': 30, 'element': 570}, {'value': 29, 'element': 202}, {'value': 27, 'element': 195}, {'value': 25, 'element': 211}, {'value': 24, 'element': 549}, {'value': 22, 'element': 197}, {'value': 16, 'element': 205}, {'value': 15, 'element': 206}, {'value': 5, 'element': 198}, {'value': 3, 'element': 193}, {'value': 3, 'element': 201}, {'value': 2, 'element': 203}]}]",2020/21,Leeds,1160,1060,1210,Southampton,1100,1110,1160,H
143,2128500,22,True,213,True,13,9.0,2,16,0.0,4,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 303}, {'value': 1, 'element': 302}, {'value': 1, 'element': 306}, {'value': 1, 'element': 309}, {'value': 1, 'element': 311}, {'value': 1, 'element': 313}, {'value': 1, 'element': 569}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 2, 'element': 300}, {'value': 2, 'element': 302}, {'value': 1, 'element': 303}, {'value': 1, 'element': 306}, {'value': 1, 'element': 313}, {'value': 1, 'element': 315}]}, {'identifier': 'own_goals', 'a': [{'value': 1, 'element': 376}], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 367}, {'value': 1, 'element': 368}, {'value': 1, 'element': 598}], 'h': [{'value': 1, 'element': 298}, {'value': 1, 'element': 495}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 376}, {'value': 1, 'element': 643}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 363}], 'h': [{'value': 1, 'element': 291}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 302}, {'value': 2, 'element': 313}, {'value': 1, 'element': 303}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 363}, {'value': 16, 'element': 370}, {'value': 9, 'element': 362}, {'value': 9, 'element': 365}, {'value': 9, 'element': 367}, {'value': 8, 'element': 382}, {'value': 7, 'element': 366}, {'value': 5, 'element': 598}, {'value': 3, 'element': 368}, {'value': 3, 'element': 635}, {'value': 2, 'element': 377}, {'value': -5, 'element': 376}, {'value': -7, 'element': 643}], 'h': [{'value': 54, 'element': 302}, {'value': 53, 'element': 313}, {'value': 51, 'element': 303}, {'value': 38, 'element': 300}, {'value': 34, 'element': 306}, {'value': 29, 'element': 309}, {'value': 26, 'element': 315}, {'value': 25, 'element': 569}, {'value': 23, 'element': 299}, {'value': 23, 'element': 308}, {'value': 23, 'element': 311}, {'value': 21, 'element': 291}, {'value': 21, 'element': 298}, {'value': -1, 'element': 495}]}]",2020/21,Man Utd,1250,1250,1240,Southampton,1100,1110,1160,H
144,2128406,13,True,119,True,1,1.0,2,16,1.0,4,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 148}], 'h': [{'value': 1, 'element': 4}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 377}], 'h': [{'value': 1, 'element': 22}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 362}, {'value': 1, 'element': 366}, {'value': 1, 'element': 376}], 'h': [{'value': 1, 'element': 501}]}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 494}]}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 363}], 'h': [{'value': 2, 'element': 8}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 148}], 'h': [{'value': 3, 'element': 4}, {'value': 1, 'element': 22}]}, {'identifier': 'bps', 'a': [{'value': 23, 'element': 148}, {'value': 19, 'element': 364}, {'value': 18, 'element': 377}, {'value': 16, 'element': 363}, {'value': 16, 'element': 375}, {'value': 14, 'element': 376}, {'value': 12, 'element': 369}, {'value': 12, 'element': 370}, {'value': 5, 'element': 362}, {'value': 5, 'element': 366}, {'value': 5, 'element': 382}, {'value': 4, 'element': 368}], 'h': [{'value': 24, 'element': 4}, {'value': 21, 'element': 22}, {'value': 15, 'element': 15}, {'value': 14, 'element': 8}, {'value': 14, 'element': 16}, {'value': 12, 'element': 501}, {'value': 11, 'element': 526}, {'value': 10, 'element': 17}, {'value': 8, 'element': 24}, {'value': 6, 'element': 18}, {'value': 6, 'element': 494}, {'value': 4, 'element': 3}, {'value': 4, 'element': 20}, {'value': 3, 'element': 5}]}]",2020/21,Arsenal,1200,1130,1220,Southampton,1100,1110,1160,D
145,2128512,23,True,225,True,14,3.0,2,16,2.0,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 258}, {'value': 1, 'element': 370}], 'h': [{'value': 2, 'element': 339}, {'value': 1, 'element': 20}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 362}, {'value': 1, 'element': 377}], 'h': [{'value': 2, 'element': 338}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 376}], 'h': [{'value': 1, 'element': 325}, {'value': 1, 'element': 333}]}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 485}]}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 363}], 'h': [{'value': 3, 'element': 325}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 370}], 'h': [{'value': 3, 'element': 339}, {'value': 2, 'element': 20}]}, {'identifier': 'bps', 'a': [{'value': 34, 'element': 370}, {'value': 28, 'element': 258}, {'value': 20, 'element': 377}, {'value': 16, 'element': 365}, {'value': 13, 'element': 367}, {'value': 12, 'element': 362}, {'value': 12, 'element': 363}, {'value': 10, 'element': 364}, {'value': 10, 'element': 376}, {'value': 8, 'element': 369}, {'value': 3, 'element': 590}, {'value': -4, 'element': 366}], 'h': [{'value': 52, 'element': 339}, {'value': 34, 'element': 20}, {'value': 33, 'element': 338}, {'value': 15, 'element': 513}, {'value': 10, 'element': 325}, {'value': 10, 'element': 336}, {'value': 7, 'element': 321}, {'value': 6, 'element': 331}, {'value': 6, 'element': 333}, {'value': 6, 'element': 334}, {'value': 4, 'element': 340}, {'value': 3, 'element': 332}, {'value': 1, 'element': 506}, {'value': -7, 'element': 485}]}]",2020/21,Newcastle,1050,1050,1030,Southampton,1100,1110,1160,H
146,2128326,5,True,39,True,5,3.0,2,16,3.0,4,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 366}, {'value': 1, 'element': 369}, {'value': 1, 'element': 377}], 'h': [{'value': 2, 'element': 117}, {'value': 1, 'element': 500}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 148}, {'value': 1, 'element': 377}], 'h': [{'value': 1, 'element': 105}, {'value': 1, 'element': 117}, {'value': 1, 'element': 232}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 364}], 'h': [{'value': 1, 'element': 232}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 363}], 'h': [{'value': 3, 'element': 112}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 377}, {'value': 1, 'element': 366}], 'h': [{'value': 3, 'element': 117}]}, {'identifier': 'bps', 'a': [{'value': 41, 'element': 377}, {'value': 27, 'element': 366}, {'value': 24, 'element': 369}, {'value': 21, 'element': 148}, {'value': 14, 'element': 370}, {'value': 12, 'element': 376}, {'value': 11, 'element': 375}, {'value': 10, 'element': 363}, {'value': 7, 'element': 364}, {'value': 5, 'element': 362}, {'value': 5, 'element': 365}, {'value': 3, 'element': 565}, {'value': 2, 'element': 361}, {'value': 2, 'element': 524}], 'h': [{'value': 63, 'element': 117}, {'value': 25, 'element': 232}, {'value': 25, 'element': 500}, {'value': 23, 'element': 105}, {'value': 15, 'element': 110}, {'value': 15, 'element': 116}, {'value': 12, 'element': 112}, {'value': 10, 'element': 102}, {'value': 10, 'element': 113}, {'value': 6, 'element': 119}, {'value': 6, 'element': 120}, {'value': 4, 'element': 114}, {'value': 3, 'element': 118}, {'value': 2, 'element': 123}]}]",2020/21,Chelsea,1250,1260,1250,Southampton,1100,1110,1160,D
147,2128470,19,True,183,True,9,2.0,2,16,0.0,4,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 231}, {'value': 1, 'element': 235}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 2, 'element': 228}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 362}, {'value': 1, 'element': 565}], 'h': [{'value': 1, 'element': 221}, {'value': 1, 'element': 561}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 363}], 'h': [{'value': 3, 'element': 217}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 228}, {'value': 2, 'element': 239}, {'value': 1, 'element': 217}, {'value': 1, 'element': 219}, {'value': 1, 'element': 231}, {'value': 1, 'element': 235}]}, {'identifier': 'bps', 'a': [{'value': 14, 'element': 363}, {'value': 14, 'element': 367}, {'value': 13, 'element': 376}, {'value': 12, 'element': 375}, {'value': 10, 'element': 362}, {'value': 10, 'element': 368}, {'value': 9, 'element': 370}, {'value': 9, 'element': 379}, {'value': 7, 'element': 565}, {'value': 5, 'element': 148}, {'value': 5, 'element': 377}, {'value': 3, 'element': 590}, {'value': -1, 'element': 361}, {'value': -1, 'element': 378}], 'h': [{'value': 38, 'element': 228}, {'value': 28, 'element': 239}, {'value': 25, 'element': 217}, {'value': 25, 'element': 219}, {'value': 25, 'element': 231}, {'value': 25, 'element': 235}, {'value': 21, 'element': 498}, {'value': 10, 'element': 236}, {'value': 7, 'element': 221}, {'value': 7, 'element': 238}, {'value': 5, 'element': 561}, {'value': 3, 'element': 229}, {'value': 3, 'element': 233}]}]",2020/21,Leicester,1240,1190,1150,Southampton,1100,1110,1160,H
148,2128346,7,True,59,True,2,3.0,2,16,4.0,3,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 370}, {'value': 1, 'element': 366}, {'value': 1, 'element': 369}], 'h': [{'value': 1, 'element': 37}, {'value': 1, 'element': 41}, {'value': 1, 'element': 514}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 148}, {'value': 1, 'element': 368}, {'value': 1, 'element': 370}, {'value': 1, 'element': 377}], 'h': [{'value': 2, 'element': 37}, {'value': 1, 'element': 52}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 370}, {'value': 1, 'element': 565}], 'h': [{'value': 1, 'element': 496}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 7, 'element': 363}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 370}], 'h': [{'value': 2, 'element': 37}, {'value': 1, 'element': 514}]}, {'identifier': 'bps', 'a': [{'value': 56, 'element': 370}, {'value': 33, 'element': 366}, {'value': 27, 'element': 369}, {'value': 24, 'element': 363}, {'value': 18, 'element': 377}, {'value': 12, 'element': 148}, {'value': 12, 'element': 364}, {'value': 12, 'element': 368}, {'value': 10, 'element': 367}, {'value': 9, 'element': 375}, {'value': 6, 'element': 362}, {'value': 6, 'element': 376}, {'value': 2, 'element': 361}, {'value': -7, 'element': 565}], 'h': [{'value': 44, 'element': 37}, {'value': 36, 'element': 514}, {'value': 31, 'element': 52}, {'value': 25, 'element': 41}, {'value': 13, 'element': 42}, {'value': 12, 'element': 106}, {'value': 9, 'element': 46}, {'value': 6, 'element': 12}, {'value': 5, 'element': 38}, {'value': 5, 'element': 496}, {'value': 4, 'element': 29}, {'value': 2, 'element': 540}]}]",2020/21,Aston Villa,1100,1120,1080,Southampton,1100,1110,1160,A
149,2128375,9,True,88,True,20,1.0,2,16,1.0,3,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 148}], 'h': [{'value': 1, 'element': 474}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 377}], 'h': [{'value': 1, 'element': 460}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 465}, {'value': 1, 'element': 466}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 8, 'element': 363}], 'h': [{'value': 1, 'element': 455}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 363}, {'value': 2, 'element': 377}, {'value': 1, 'element': 375}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 24, 'element': 363}, {'value': 23, 'element': 377}, {'value': 22, 'element': 375}, {'value': 19, 'element': 382}, {'value': 17, 'element': 148}, {'value': 15, 'element': 369}, {'value': 15, 'element': 376}, {'value': 14, 'element': 370}, {'value': 12, 'element': 362}, {'value': 11, 'element': 368}, {'value': 8, 'element': 364}, {'value': 4, 'element': 565}, {'value': 2, 'element': 361}], 'h': [{'value': 21, 'element': 454}, {'value': 20, 'element': 474}, {'value': 17, 'element': 546}, {'value': 17, 'element': 563}, {'value': 13, 'element': 470}, {'value': 12, 'element': 460}, {'value': 11, 'element': 458}, {'value': 11, 'element': 466}, {'value': 9, 'element': 455}, {'value': 5, 'element': 465}, {'value': 4, 'element': 464}, {'value': 4, 'element': 469}, {'value': 3, 'element': 515}]}]",2020/21,Wolves,1080,1120,1040,Southampton,1100,1110,1160,D
