,code,event,finished,id,started,team_h,team_h_score,team_h_difficulty,team_a,team_a_score,team_a_difficulty,stats,season,h_team_name,strength_overall_home,strength_attack_home,strength_defence_home,a_team_name,strength_overall_away,strength_attack_away,strength_defence_away,result
270,1059800,10,True,99,True,18,0.0,2,3,0.0,3,"[{'h': [], 'a': [], 'identifier': 'goals_scored'}, {'h': [], 'a': [], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 363}, {'value': 1, 'element': 368}, {'value': 1, 'element': 369}, {'value': 1, 'element': 370}, {'value': 1, 'element': 439}], 'a': [{'value': 1, 'element': 65}, {'value': 1, 'element': 67}, {'value': 1, 'element': 476}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 5, 'element': 366}], 'a': [{'value': 3, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 366}, {'value': 1, 'element': 358}], 'a': [{'value': 2, 'element': 59}, {'value': 1, 'element': 494}], 'identifier': 'bonus'}, {'h': [{'value': 32, 'element': 366}, {'value': 29, 'element': 358}, {'value': 25, 'element': 359}, {'value': 23, 'element': 354}, {'value': 21, 'element': 439}, {'value': 18, 'element': 355}, {'value': 9, 'element': 368}, {'value': 6, 'element': 364}, {'value': 5, 'element': 371}, {'value': 4, 'element': 374}, {'value': 3, 'element': 542}, {'value': 1, 'element': 369}, {'value': 1, 'element': 370}, {'value': -8, 'element': 363}], 'a': [{'value': 30, 'element': 59}, {'value': 29, 'element': 494}, {'value': 25, 'element': 63}, {'value': 24, 'element': 58}, {'value': 19, 'element': 65}, {'value': 17, 'element': 82}, {'value': 14, 'element': 75}, {'value': 11, 'element': 68}, {'value': 8, 'element': 476}, {'value': 5, 'element': 505}, {'value': 1, 'element': 69}, {'value': 1, 'element': 492}], 'identifier': 'bps'}]",2019/20,Watford,1030,1120,1020,Bournemouth,1020,1030,1050,D
271,1059840,14,True,139,True,17,3.0,2,3,2.0,4,"[{'h': [{'value': 2, 'element': 344}, {'value': 1, 'element': 349}], 'a': [{'value': 2, 'element': 505}], 'identifier': 'goals_scored'}, {'h': [{'value': 2, 'element': 342}, {'value': 1, 'element': 331}], 'a': [{'value': 1, 'element': 79}, {'value': 1, 'element': 492}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 65}, {'value': 1, 'element': 82}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 4, 'element': 341}], 'a': [{'value': 2, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 344}, {'value': 2, 'element': 342}], 'a': [{'value': 1, 'element': 505}], 'identifier': 'bonus'}, {'h': [{'value': 50, 'element': 344}, {'value': 47, 'element': 342}, {'value': 36, 'element': 349}, {'value': 26, 'element': 331}, {'value': 19, 'element': 442}, {'value': 17, 'element': 341}, {'value': 16, 'element': 336}, {'value': 15, 'element': 330}, {'value': 14, 'element': 333}, {'value': 14, 'element': 350}, {'value': 6, 'element': 338}, {'value': 4, 'element': 345}, {'value': 3, 'element': 347}, {'value': 2, 'element': 523}], 'a': [{'value': 38, 'element': 505}, {'value': 29, 'element': 79}, {'value': 24, 'element': 492}, {'value': 14, 'element': 58}, {'value': 14, 'element': 59}, {'value': 11, 'element': 494}, {'value': 10, 'element': 82}, {'value': 10, 'element': 446}, {'value': 9, 'element': 69}, {'value': 7, 'element': 65}, {'value': 5, 'element': 75}, {'value': 1, 'element': 67}], 'identifier': 'bps'}]",2019/20,Spurs,1180,1100,1200,Bournemouth,1020,1030,1050,H
272,1059737,4,True,36,True,9,3.0,2,3,1.0,3,"[{'h': [{'value': 2, 'element': 166}, {'value': 1, 'element': 448}], 'a': [{'value': 1, 'element': 67}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 161}, {'value': 1, 'element': 166}, {'value': 1, 'element': 448}], 'a': [{'value': 1, 'element': 75}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 174}], 'a': [{'value': 1, 'element': 67}, {'value': 1, 'element': 82}, {'value': 1, 'element': 476}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 1, 'element': 168}], 'a': [{'value': 2, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 166}, {'value': 2, 'element': 448}], 'a': [{'value': 1, 'element': 75}], 'identifier': 'bonus'}, {'h': [{'value': 63, 'element': 166}, {'value': 45, 'element': 448}, {'value': 22, 'element': 164}, {'value': 22, 'element': 176}, {'value': 20, 'element': 161}, {'value': 20, 'element': 162}, {'value': 15, 'element': 159}, {'value': 9, 'element': 168}, {'value': 8, 'element': 172}, {'value': 5, 'element': 171}, {'value': 4, 'element': 163}, {'value': 4, 'element': 174}, {'value': 4, 'element': 175}, {'value': 3, 'element': 180}], 'a': [{'value': 23, 'element': 75}, {'value': 22, 'element': 67}, {'value': 17, 'element': 58}, {'value': 15, 'element': 476}, {'value': 14, 'element': 59}, {'value': 13, 'element': 61}, {'value': 13, 'element': 494}, {'value': 12, 'element': 63}, {'value': 11, 'element': 82}, {'value': 7, 'element': 78}, {'value': 5, 'element': 68}, {'value': 5, 'element': 505}, {'value': 3, 'element': 80}, {'value': 2, 'element': 69}], 'identifier': 'bps'}]",2019/20,Leicester,1210,1150,1210,Bournemouth,1020,1030,1050,H
273,1059817,12,True,116,True,13,2.0,2,3,1.0,2,"[{'h': [{'value': 1, 'element': 253}, {'value': 1, 'element': 259}], 'a': [{'value': 1, 'element': 505}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 254}, {'value': 1, 'element': 500}], 'a': [{'value': 1, 'element': 75}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 254}, {'value': 1, 'element': 271}], 'a': [], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 262}], 'a': [{'value': 7, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 2, 'element': 259}], 'a': [{'value': 3, 'element': 505}, {'value': 1, 'element': 494}], 'identifier': 'bonus'}, {'h': [{'value': 25, 'element': 259}, {'value': 20, 'element': 253}, {'value': 20, 'element': 255}, {'value': 15, 'element': 500}, {'value': 14, 'element': 254}, {'value': 14, 'element': 262}, {'value': 13, 'element': 269}, {'value': 9, 'element': 271}, {'value': 8, 'element': 498}, {'value': 7, 'element': 266}, {'value': 4, 'element': 520}, {'value': 3, 'element': 258}, {'value': 3, 'element': 267}, {'value': -3, 'element': 466}], 'a': [{'value': 26, 'element': 505}, {'value': 23, 'element': 494}, {'value': 22, 'element': 59}, {'value': 18, 'element': 75}, {'value': 18, 'element': 79}, {'value': 16, 'element': 476}, {'value': 15, 'element': 58}, {'value': 12, 'element': 63}, {'value': 7, 'element': 65}, {'value': 5, 'element': 62}, {'value': 3, 'element': 69}, {'value': 2, 'element': 67}, {'value': 2, 'element': 68}, {'value': 2, 'element': 492}], 'identifier': 'bps'}]",2019/20,Newcastle,1090,1030,980,Bournemouth,1020,1030,1050,H
274,1060026,42,True,325,True,12,5.0,2,3,2.0,4,"[{'h': [{'value': 2, 'element': 234}, {'value': 1, 'element': 233}, {'value': 1, 'element': 239}, {'value': 1, 'element': 618}], 'a': [{'value': 1, 'element': 68}, {'value': 1, 'element': 77}], 'identifier': 'goals_scored'}, {'h': [{'value': 2, 'element': 239}, {'value': 2, 'element': 618}, {'value': 1, 'element': 247}], 'a': [{'value': 1, 'element': 68}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 82}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 1, 'element': 235}], 'a': [{'value': 6, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 234}, {'value': 2, 'element': 618}, {'value': 1, 'element': 239}], 'a': [], 'identifier': 'bonus'}, {'h': [{'value': 55, 'element': 234}, {'value': 53, 'element': 618}, {'value': 42, 'element': 239}, {'value': 37, 'element': 233}, {'value': 28, 'element': 247}, {'value': 19, 'element': 238}, {'value': 16, 'element': 226}, {'value': 15, 'element': 244}, {'value': 14, 'element': 122}, {'value': 14, 'element': 160}, {'value': 12, 'element': 225}, {'value': 9, 'element': 235}, {'value': 6, 'element': 228}, {'value': 6, 'element': 243}, {'value': -2, 'element': 624}], 'a': [{'value': 40, 'element': 68}, {'value': 28, 'element': 77}, {'value': 21, 'element': 494}, {'value': 13, 'element': 59}, {'value': 8, 'element': 64}, {'value': 8, 'element': 65}, {'value': 8, 'element': 82}, {'value': 6, 'element': 79}, {'value': 5, 'element': 69}, {'value': 4, 'element': 476}, {'value': 3, 'element': 76}, {'value': 3, 'element': 505}, {'value': 2, 'element': 446}, {'value': 1, 'element': 63}, {'value': 1, 'element': 81}, {'value': -5, 'element': 492}], 'identifier': 'bps'}]",2019/20,Man Utd,1220,1260,1180,Bournemouth,1020,1030,1050,H
275,1059772,8,True,71,True,1,1.0,2,3,0.0,4,"[{'h': [{'value': 1, 'element': 106}], 'a': [], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 488}], 'a': [], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 504}], 'a': [{'value': 1, 'element': 446}, {'value': 1, 'element': 476}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 14}], 'a': [{'value': 1, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 106}, {'value': 2, 'element': 467}, {'value': 1, 'element': 3}], 'a': [], 'identifier': 'bonus'}, {'h': [{'value': 39, 'element': 106}, {'value': 27, 'element': 467}, {'value': 25, 'element': 3}, {'value': 24, 'element': 5}, {'value': 24, 'element': 14}, {'value': 20, 'element': 21}, {'value': 17, 'element': 469}, {'value': 16, 'element': 488}, {'value': 11, 'element': 18}, {'value': 10, 'element': 541}, {'value': 3, 'element': 19}, {'value': 2, 'element': 490}, {'value': -4, 'element': 504}], 'a': [{'value': 19, 'element': 59}, {'value': 15, 'element': 58}, {'value': 15, 'element': 82}, {'value': 14, 'element': 67}, {'value': 12, 'element': 476}, {'value': 11, 'element': 65}, {'value': 10, 'element': 494}, {'value': 8, 'element': 505}, {'value': 7, 'element': 68}, {'value': 6, 'element': 62}, {'value': 4, 'element': 75}, {'value': 3, 'element': 446}, {'value': 2, 'element': 492}, {'value': -1, 'element': 69}], 'identifier': 'bps'}]",2019/20,Arsenal,1180,1170,1150,Bournemouth,1020,1030,1050,H
276,1059713,2,True,12,True,2,1.0,2,3,2.0,2,"[{'h': [{'value': 1, 'element': 470}], 'a': [{'value': 1, 'element': 68}, {'value': 1, 'element': 505}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 29}], 'a': [{'value': 1, 'element': 67}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 59}, {'value': 1, 'element': 476}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 94}], 'a': [{'value': 6, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 22}, {'value': 2, 'element': 470}, {'value': 1, 'element': 29}], 'a': [{'value': 1, 'element': 505}], 'identifier': 'bonus'}, {'h': [{'value': 34, 'element': 22}, {'value': 33, 'element': 470}, {'value': 26, 'element': 29}, {'value': 15, 'element': 445}, {'value': 14, 'element': 24}, {'value': 12, 'element': 455}, {'value': 7, 'element': 31}, {'value': 7, 'element': 94}, {'value': 6, 'element': 428}, {'value': 4, 'element': 36}, {'value': 3, 'element': 30}, {'value': 2, 'element': 34}], 'a': [{'value': 26, 'element': 505}, {'value': 24, 'element': 494}, {'value': 22, 'element': 68}, {'value': 16, 'element': 67}, {'value': 15, 'element': 60}, {'value': 14, 'element': 63}, {'value': 11, 'element': 58}, {'value': 11, 'element': 82}, {'value': 8, 'element': 59}, {'value': 7, 'element': 69}, {'value': 6, 'element': 75}, {'value': 3, 'element': 80}], 'identifier': 'bps'}]",2019/20,Aston Villa,1020,970,1000,Bournemouth,1020,1030,1050,A
277,1059893,20,True,192,True,4,2.0,2,3,0.0,2,"[{'h': [{'value': 1, 'element': 50}, {'value': 1, 'element': 516}], 'a': [], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 421}, {'value': 1, 'element': 502}], 'a': [], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 58}, {'value': 1, 'element': 476}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 47}], 'a': [{'value': 4, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 516}, {'value': 2, 'element': 42}, {'value': 1, 'element': 421}], 'a': [], 'identifier': 'bonus'}, {'h': [{'value': 34, 'element': 516}, {'value': 31, 'element': 42}, {'value': 28, 'element': 421}, {'value': 26, 'element': 38}, {'value': 24, 'element': 50}, {'value': 24, 'element': 53}, {'value': 23, 'element': 47}, {'value': 21, 'element': 37}, {'value': 21, 'element': 475}, {'value': 17, 'element': 54}, {'value': 6, 'element': 57}, {'value': 6, 'element': 502}, {'value': 5, 'element': 537}, {'value': 2, 'element': 44}], 'a': [{'value': 19, 'element': 61}, {'value': 17, 'element': 476}, {'value': 16, 'element': 494}, {'value': 12, 'element': 65}, {'value': 12, 'element': 446}, {'value': 11, 'element': 77}, {'value': 9, 'element': 81}, {'value': 5, 'element': 58}, {'value': 5, 'element': 505}, {'value': 4, 'element': 67}, {'value': 4, 'element': 75}, {'value': 3, 'element': 68}, {'value': 2, 'element': 69}, {'value': 1, 'element': 79}], 'identifier': 'bps'}]",2019/20,Brighton,1050,1100,1040,Bournemouth,1020,1030,1050,H
278,1060076,47,True,375,True,8,1.0,2,3,3.0,4,"[{'h': [{'value': 1, 'element': 496}], 'a': [{'value': 1, 'element': 68}, {'value': 1, 'element': 69}, {'value': 1, 'element': 77}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 153}], 'a': [{'value': 1, 'element': 65}, {'value': 1, 'element': 67}, {'value': 1, 'element': 68}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 143}], 'a': [], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 4, 'element': 148}], 'a': [{'value': 4, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 2, 'element': 496}], 'a': [{'value': 3, 'element': 68}, {'value': 2, 'element': 65}], 'identifier': 'bonus'}, {'h': [{'value': 34, 'element': 496}, {'value': 20, 'element': 141}, {'value': 20, 'element': 637}, {'value': 18, 'element': 143}, {'value': 16, 'element': 151}, {'value': 16, 'element': 153}, {'value': 15, 'element': 148}, {'value': 15, 'element': 154}, {'value': 12, 'element': 422}, {'value': 10, 'element': 144}, {'value': 10, 'element': 511}, {'value': 7, 'element': 145}, {'value': 6, 'element': 150}, {'value': 3, 'element': 152}, {'value': 2, 'element': 147}], 'a': [{'value': 41, 'element': 68}, {'value': 34, 'element': 65}, {'value': 29, 'element': 69}, {'value': 24, 'element': 77}, {'value': 18, 'element': 494}, {'value': 13, 'element': 63}, {'value': 11, 'element': 64}, {'value': 11, 'element': 82}, {'value': 9, 'element': 58}, {'value': 9, 'element': 81}, {'value': 6, 'element': 67}, {'value': 6, 'element': 76}, {'value': 5, 'element': 476}, {'value': 1, 'element': 505}], 'identifier': 'bps'}]",2019/20,Everton,1100,1100,1170,Bournemouth,1020,1030,1050,A
279,1059928,23,True,227,True,14,1.0,2,3,0.0,2,"[{'h': [{'value': 1, 'element': 278}], 'a': [], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 601}], 'a': [], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 280}, {'value': 1, 'element': 283}], 'a': [{'value': 1, 'element': 63}, {'value': 1, 'element': 67}], 'identifier': 'yellow_cards'}, {'h': [{'value': 1, 'element': 273}], 'a': [{'value': 1, 'element': 58}], 'identifier': 'red_cards'}, {'h': [{'value': 3, 'element': 280}], 'a': [{'value': 3, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 278}, {'value': 2, 'element': 454}, {'value': 1, 'element': 275}, {'value': 1, 'element': 280}], 'a': [], 'identifier': 'bonus'}, {'h': [{'value': 30, 'element': 278}, {'value': 28, 'element': 454}, {'value': 24, 'element': 275}, {'value': 24, 'element': 280}, {'value': 22, 'element': 274}, {'value': 22, 'element': 601}, {'value': 19, 'element': 287}, {'value': 14, 'element': 283}, {'value': 13, 'element': 273}, {'value': 13, 'element': 286}, {'value': 12, 'element': 289}, {'value': 5, 'element': 277}, {'value': 3, 'element': 602}, {'value': 2, 'element': 434}], 'a': [{'value': 16, 'element': 59}, {'value': 16, 'element': 75}, {'value': 15, 'element': 494}, {'value': 14, 'element': 62}, {'value': 13, 'element': 63}, {'value': 12, 'element': 65}, {'value': 8, 'element': 82}, {'value': 5, 'element': 79}, {'value': 5, 'element': 505}, {'value': 4, 'element': 69}, {'value': 4, 'element': 476}, {'value': -2, 'element': 67}, {'value': -2, 'element': 81}, {'value': -8, 'element': 58}], 'identifier': 'bps'}]",2019/20,Norwich,980,1030,990,Bournemouth,1020,1030,1050,H
280,1059760,6,True,59,True,16,1.0,2,3,3.0,2,"[{'h': [{'value': 1, 'element': 321}], 'a': [{'value': 1, 'element': 59}, {'value': 1, 'element': 67}, {'value': 1, 'element': 505}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 437}], 'a': [{'value': 1, 'element': 65}, {'value': 1, 'element': 476}, {'value': 1, 'element': 494}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 328}], 'a': [{'value': 1, 'element': 82}, {'value': 1, 'element': 446}, {'value': 1, 'element': 505}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [], 'a': [{'value': 6, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 2, 'element': 321}], 'a': [{'value': 3, 'element': 494}, {'value': 1, 'element': 67}], 'identifier': 'bonus'}, {'h': [{'value': 31, 'element': 321}, {'value': 23, 'element': 328}, {'value': 17, 'element': 437}, {'value': 16, 'element': 486}, {'value': 14, 'element': 304}, {'value': 14, 'element': 508}, {'value': 13, 'element': 307}, {'value': 9, 'element': 320}, {'value': 9, 'element': 325}, {'value': 7, 'element': 319}, {'value': 6, 'element': 305}, {'value': 4, 'element': 313}, {'value': 3, 'element': 532}, {'value': 2, 'element': 323}], 'a': [{'value': 34, 'element': 494}, {'value': 30, 'element': 67}, {'value': 26, 'element': 59}, {'value': 25, 'element': 65}, {'value': 23, 'element': 476}, {'value': 23, 'element': 505}, {'value': 14, 'element': 58}, {'value': 7, 'element': 82}, {'value': 6, 'element': 446}, {'value': 4, 'element': 79}, {'value': 3, 'element': 75}, {'value': 3, 'element': 80}, {'value': 2, 'element': 68}], 'identifier': 'bps'}]",2019/20,Southampton,1150,1080,1110,Bournemouth,1020,1030,1050,A
281,1060058,45,True,357,True,11,2.0,2,3,1.0,4,"[{'h': [{'value': 1, 'element': 211}, {'value': 1, 'element': 219}], 'a': [{'value': 1, 'element': 76}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 219}], 'a': [{'value': 1, 'element': 67}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 544}], 'a': [{'value': 1, 'element': 64}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 212}], 'a': [{'value': 2, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 219}, {'value': 2, 'element': 211}], 'a': [{'value': 1, 'element': 76}], 'identifier': 'bonus'}, {'h': [{'value': 44, 'element': 219}, {'value': 28, 'element': 211}, {'value': 24, 'element': 204}, {'value': 17, 'element': 207}, {'value': 16, 'element': 221}, {'value': 14, 'element': 212}, {'value': 14, 'element': 222}, {'value': 13, 'element': 220}, {'value': 12, 'element': 208}, {'value': 8, 'element': 203}, {'value': 7, 'element': 544}, {'value': 5, 'element': 206}, {'value': 5, 'element': 218}, {'value': 3, 'element': 214}, {'value': 2, 'element': 217}, {'value': 2, 'element': 443}], 'a': [{'value': 27, 'element': 76}, {'value': 16, 'element': 65}, {'value': 11, 'element': 81}, {'value': 11, 'element': 494}, {'value': 9, 'element': 58}, {'value': 9, 'element': 67}, {'value': 8, 'element': 82}, {'value': 8, 'element': 476}, {'value': 6, 'element': 64}, {'value': 6, 'element': 77}, {'value': 6, 'element': 446}, {'value': 5, 'element': 68}, {'value': 4, 'element': 69}, {'value': 3, 'element': 71}, {'value': 3, 'element': 505}, {'value': 2, 'element': 79}], 'identifier': 'bps'}]",2019/20,Man City,1330,1260,1320,Bournemouth,1020,1030,1050,H
282,1059959,26,True,258,True,15,2.0,2,3,1.0,3,"[{'h': [{'value': 1, 'element': 297}, {'value': 1, 'element': 298}], 'a': [{'value': 1, 'element': 67}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 70}, {'value': 1, 'element': 295}], 'a': [{'value': 1, 'element': 505}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 70}, {'value': 1, 'element': 291}], 'a': [{'value': 1, 'element': 62}, {'value': 1, 'element': 80}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 1, 'element': 471}], 'a': [{'value': 3, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 298}, {'value': 1, 'element': 295}], 'a': [{'value': 2, 'element': 67}], 'identifier': 'bonus'}, {'h': [{'value': 31, 'element': 298}, {'value': 21, 'element': 295}, {'value': 18, 'element': 423}, {'value': 17, 'element': 297}, {'value': 13, 'element': 293}, {'value': 11, 'element': 291}, {'value': 11, 'element': 301}, {'value': 11, 'element': 471}, {'value': 10, 'element': 501}, {'value': 9, 'element': 70}, {'value': 9, 'element': 621}, {'value': 8, 'element': 302}, {'value': 7, 'element': 294}], 'a': [{'value': 28, 'element': 67}, {'value': 17, 'element': 62}, {'value': 17, 'element': 505}, {'value': 15, 'element': 59}, {'value': 15, 'element': 63}, {'value': 14, 'element': 75}, {'value': 14, 'element': 494}, {'value': 13, 'element': 65}, {'value': 8, 'element': 476}, {'value': 5, 'element': 80}, {'value': 4, 'element': 69}, {'value': 4, 'element': 81}, {'value': 1, 'element': 77}], 'identifier': 'bps'}]",2019/20,Sheffield Utd,1180,1170,1050,Bournemouth,1020,1030,1050,H
283,1059864,17,True,163,True,6,0.0,2,3,1.0,4,"[{'h': [], 'a': [{'value': 1, 'element': 81}], 'identifier': 'goals_scored'}, {'h': [], 'a': [{'value': 1, 'element': 82}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 432}], 'a': [{'value': 1, 'element': 79}, {'value': 1, 'element': 81}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 1, 'element': 111}], 'a': [{'value': 5, 'element': 494}], 'identifier': 'saves'}, {'h': [], 'a': [{'value': 3, 'element': 494}, {'value': 2, 'element': 82}, {'value': 1, 'element': 62}], 'identifier': 'bonus'}, {'h': [{'value': 26, 'element': 105}, {'value': 25, 'element': 118}, {'value': 19, 'element': 104}, {'value': 16, 'element': 459}, {'value': 15, 'element': 113}, {'value': 14, 'element': 107}, {'value': 13, 'element': 111}, {'value': 12, 'element': 119}, {'value': 9, 'element': 463}, {'value': 5, 'element': 431}, {'value': 5, 'element': 460}, {'value': 4, 'element': 432}, {'value': 3, 'element': 461}, {'value': 1, 'element': 116}], 'a': [{'value': 32, 'element': 494}, {'value': 30, 'element': 82}, {'value': 28, 'element': 62}, {'value': 27, 'element': 65}, {'value': 25, 'element': 446}, {'value': 24, 'element': 61}, {'value': 24, 'element': 81}, {'value': 11, 'element': 476}, {'value': 7, 'element': 75}, {'value': 3, 'element': 68}, {'value': 2, 'element': 69}, {'value': -1, 'element': 79}], 'identifier': 'bps'}]",2019/20,Chelsea,1220,1240,1220,Bournemouth,1020,1030,1050,A
